example_id                                                              | status | run_time        |
./spec/requests/faultline/error_groups_controller_spec.rb[1:2:4:1]      | passed | 0.00857 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:2:5:1]      | passed | 0.00951 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:3:1]        | passed | 0.00616 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:3:2]        | passed | 0.0244 seconds  |
./spec/requests/faultline/error_groups_controller_spec.rb[1:4:1]        | passed | 0.01165 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:5:1]        | passed | 0.00568 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:6:1]        | passed | 0.00566 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:6:2]        | passed | 0.00494 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:7:1:1]      | passed | 0.0058 seconds  |
./spec/requests/faultline/error_groups_controller_spec.rb[1:7:2:1]      | passed | 0.00664 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:7:2:2]      | passed | 0.00734 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:8:1:1]      | passed | 0.00561 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:8:2:1]      | passed | 0.00729 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:8:3:1]      | passed | 0.00875 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:8:4:1]      | passed | 0.00658 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:8:5:1]      | passed | 0.01028 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:8:6:1]      | passed | 0.0058 seconds  |
./spec/requests/faultline/error_occurrences_controller_spec.rb[1:1:1]   | passed | 0.00363 seconds |
./spec/requests/faultline/error_occurrences_controller_spec.rb[1:1:2:1] | passed | 0.01037 seconds |
